transaccion_id,hora_dia,importe,categoria_comercio,pais_distinto_habitual,dispositivo_nuevo,num_transacciones_24h,antiguedad_cuenta_dias,es_fraude
TX901163,17,109.59,Retirada de efectivo,0,0,4,1707,0
TX901164,14,39.37,Viajes,0,0,2,598,0
TX901165,23,9.48,Retirada de efectivo,0,1,2,668,0
TX901166,8,39.73,Ropa,0,0,2,942,0
TX901167,19,87.77,Ropa,0,1,4,127,0
TX901168,22,5.15,Ropa,1,1,1,693,0
TX901169,23,99.96,Retirada de efectivo,0,0,2,2518,0
TX901170,4,24.58,Restauración,0,1,3,574,0
TX901171,0,34.79,Ropa,0,0,2,1010,0
TX901172,20,9.08,Retirada de efectivo,1,0,1,1885,0
TX901173,16,2.45,Retirada de efectivo,0,0,5,171,0
TX901174,16,36.73,Ropa,1,0,6,1069,0
TX901175,18,7.16,Restauración,0,0,2,512,0
TX901176,17,4.02,Ropa,0,0,1,1270,0
TX901177,5,7.6,Ropa,0,1,3,1046,0
TX901178,13,64.88,Viajes,0,0,3,271,0
TX901179,13,85.95,Retirada de efectivo,0,0,4,2419,0
TX901180,21,118.67,Suscripciones,0,1,1,2218,0
TX901181,9,96.5,Viajes,1,0,4,331,0
TX901182,8,10.12,Suscripciones,0,0,3,912,0
TX901183,9,7.44,Retirada de efectivo,0,1,1,1645,0
TX901184,17,51.5,Restauración,1,1,7,2238,0
TX901185,1,41.93,Viajes,1,0,1,2549,0
TX901186,18,62.78,Alimentación,0,1,1,2408,0
TX901187,7,55.38,Electrónica,0,0,2,2594,0
TX901188,0,25.94,Ropa,0,0,0,1177,0
TX901189,16,80.56,Retirada de efectivo,0,0,1,464,0
TX901190,3,28.6,Alimentación,0,1,3,2177,0
TX901191,8,99.53,Ropa,0,0,0,1772,0
TX901192,1,10.55,Electrónica,1,0,3,850,0
TX901193,23,4.23,Suscripciones,1,0,2,406,0
TX901194,14,20.15,Electrónica,0,0,3,2202,0
TX901195,9,20.93,Viajes,1,0,1,638,0
TX901196,4,15.48,Viajes,0,0,2,1459,0
TX901197,14,6.51,Retirada de efectivo,0,0,3,97,0
TX901198,11,19.32,Retirada de efectivo,0,0,1,2370,0
TX901199,20,8.4,Alimentación,0,1,4,1717,0
TX901200,13,9.07,Suscripciones,0,0,3,692,0
TX901201,2,10.06,Suscripciones,0,0,1,322,0
TX901202,14,3.02,Alimentación,0,0,2,2245,0
TX901203,23,18.86,Viajes,1,0,3,1075,0
TX901204,20,41.97,Viajes,0,0,2,1495,0
TX901205,18,7.42,Ropa,0,0,4,1566,0
TX901206,17,96.22,Restauración,0,0,1,2417,0
TX901207,11,9.8,Ropa,0,0,1,330,0
TX901208,10,23.41,Retirada de efectivo,0,1,5,1296,0
TX901209,8,10.9,Alimentación,0,0,0,1487,0
TX901210,19,5.47,Suscripciones,1,0,2,235,0
TX901211,11,13.89,Alimentación,0,0,0,185,0
TX901212,21,11.15,Viajes,0,0,2,1864,0
TX901213,4,21.53,Electrónica,0,0,4,1186,0
TX901214,10,34.11,Suscripciones,1,0,3,1906,0
TX901215,21,214.35,Viajes,0,0,2,2520,0
TX901216,8,35.13,Electrónica,0,0,4,740,0
TX901217,6,28.55,Electrónica,0,0,2,1487,0
TX901218,9,19.12,Suscripciones,1,0,3,16,0
TX901219,9,5.1,Retirada de efectivo,0,0,4,1513,1
TX901220,1,35.13,Retirada de efectivo,0,0,0,1175,0
TX901221,23,11.54,Electrónica,0,0,0,2269,0
TX901222,20,24.97,Ropa,0,1,3,1618,0
TX901223,14,16.02,Ropa,0,0,2,825,0
TX901224,9,2.0,Suscripciones,0,0,1,2332,0
TX901225,1,17.65,Ropa,0,0,1,262,0
TX901226,21,16.02,Restauración,0,0,3,202,0
TX901227,14,50.39,Ropa,0,0,0,114,0
TX901228,0,63.65,Restauración,0,0,1,62,0
TX901229,3,42.76,Suscripciones,0,0,2,1068,0
TX901230,10,14.86,Ropa,0,0,2,464,0
TX901231,13,40.8,Retirada de efectivo,0,0,1,1655,0
TX901232,17,15.18,Suscripciones,0,0,5,836,0
TX901233,17,27.89,Ropa,0,0,4,2172,0
TX901234,2,91.2,Retirada de efectivo,1,0,2,1171,0
TX901235,10,33.13,Viajes,0,0,0,1817,0
TX901236,0,241.86,Suscripciones,0,0,3,419,0
TX901237,21,72.55,Alimentación,0,0,2,1927,0
TX901238,0,9.39,Alimentación,0,0,2,1051,0
TX901239,14,16.98,Suscripciones,0,0,2,976,0
TX901240,15,16.03,Suscripciones,0,0,3,1439,0
TX901241,5,18.36,Suscripciones,1,0,2,1524,0
TX901242,6,34.37,Electrónica,0,0,0,1491,0
TX901243,22,7.45,Electrónica,0,0,1,19,0
TX901244,17,16.1,Retirada de efectivo,0,0,2,1138,0
TX901245,3,14.13,Electrónica,0,0,4,2528,0
TX901246,8,19.44,Viajes,0,0,2,2120,0
TX901247,22,143.14,Alimentación,0,1,3,2473,0
TX901248,4,13.52,Retirada de efectivo,1,0,0,2222,1
TX901249,17,7.12,Ropa,0,0,3,224,0
TX901250,14,88.38,Suscripciones,0,0,3,140,0
TX901251,11,36.13,Ropa,0,0,3,888,0
TX901252,9,142.57,Alimentación,0,0,2,793,0
TX901253,6,10.26,Electrónica,0,0,5,181,0
TX901254,11,24.86,Viajes,0,0,1,2278,0
TX901255,9,30.31,Ropa,0,0,2,1405,0
TX901256,8,49.15,Alimentación,0,0,2,361,0
TX901257,11,88.04,Alimentación,1,0,4,419,0
TX901258,19,12.01,Viajes,0,0,1,1294,0
TX901259,17,17.97,Retirada de efectivo,0,0,4,1469,0
TX901260,0,5.94,Electrónica,0,0,3,1370,0
TX901261,9,15.49,Ropa,0,0,1,26,0
TX901262,1,1325.05,Electrónica,0,0,1,1260,0
TX901263,16,13.99,Restauración,1,0,1,977,0
TX901264,0,15.44,Retirada de efectivo,0,0,0,302,0
TX901265,22,95.51,Electrónica,0,0,1,1356,0
TX901266,10,61.2,Alimentación,0,1,1,2093,0
TX901267,19,11.5,Alimentación,0,0,1,433,0
TX901268,18,35.75,Viajes,0,1,4,1167,0
TX901269,23,151.77,Electrónica,1,0,2,169,0
TX901270,18,218.9,Ropa,1,0,4,2365,0
TX901271,16,64.68,Alimentación,0,1,2,2205,0
TX901272,13,9.45,Ropa,0,0,3,36,0
TX901273,0,23.74,Retirada de efectivo,0,0,2,1459,0
TX901274,6,18.31,Electrónica,0,1,1,881,0
TX901275,6,149.8,Suscripciones,0,0,1,1646,0
TX901276,18,8.65,Retirada de efectivo,0,1,0,644,0
TX901277,9,7.59,Ropa,0,0,1,1249,0
TX901278,15,6.69,Ropa,0,1,2,2539,0
TX901279,5,5.02,Suscripciones,0,0,1,2148,0
TX901280,0,23.86,Viajes,0,0,3,635,0
TX901281,23,12.25,Viajes,0,0,4,907,0
TX901282,21,3.92,Alimentación,0,0,2,998,0
TX901283,2,9.75,Electrónica,1,0,0,696,0
TX901284,1,29.68,Alimentación,0,0,5,2202,0
TX901285,17,40.22,Alimentación,1,0,2,1027,0
TX901286,5,8.64,Alimentación,1,0,3,314,0
TX901287,7,5.69,Viajes,0,0,2,1395,0
TX901288,6,89.13,Retirada de efectivo,0,0,4,1878,0
TX901289,22,12.09,Electrónica,0,0,2,494,0
TX901290,10,193.11,Alimentación,0,0,2,647,0
TX901291,13,29.2,Retirada de efectivo,0,1,1,764,1
TX901292,20,2.69,Restauración,0,0,1,1557,0
TX901293,3,10.1,Alimentación,0,0,0,1316,0
TX901294,2,21.96,Retirada de efectivo,0,1,1,179,0
TX901295,7,50.17,Viajes,0,1,2,485,0
TX901296,7,6.23,Suscripciones,0,0,2,798,0
TX901297,12,19.53,Alimentación,0,0,2,57,0
TX901298,16,9.05,Suscripciones,0,0,0,821,0
TX901299,8,50.29,Suscripciones,0,0,0,696,0
TX901300,8,5.55,Electrónica,0,0,3,1140,1
TX901301,19,23.54,Suscripciones,0,0,3,1711,0
TX901302,21,14.59,Alimentación,0,0,0,212,0
TX901303,6,28.69,Electrónica,0,0,4,2261,0
TX901304,17,15.72,Retirada de efectivo,0,0,3,2560,0
TX901305,8,6.39,Alimentación,0,0,3,1513,0
TX901306,17,16.41,Suscripciones,0,0,8,431,0
TX901307,7,5.22,Viajes,0,0,2,1257,0
TX901308,12,6.85,Suscripciones,0,1,2,847,0
TX901309,3,19.38,Alimentación,0,0,4,690,0
TX901310,17,2.8,Viajes,0,0,1,1802,0
TX901311,3,59.09,Alimentación,1,0,1,404,1
TX901312,5,30.01,Restauración,0,0,2,2409,0
TX901313,19,184.74,Alimentación,0,0,2,243,0
TX901314,14,225.84,Retirada de efectivo,0,0,1,961,0
TX901315,20,6.39,Ropa,0,0,1,156,0
TX901316,7,48.3,Restauración,0,0,2,1493,0
TX901317,23,26.95,Viajes,0,0,2,421,0
TX901318,12,73.11,Alimentación,0,0,2,435,0
TX901319,9,15.25,Electrónica,0,0,3,2105,0
TX901320,7,15.77,Restauración,0,0,2,1217,0
TX901321,5,19.81,Electrónica,0,0,3,97,0
TX901322,21,28.24,Viajes,0,0,3,1691,0
TX901323,14,20.07,Ropa,0,0,6,133,0
TX901324,17,40.68,Viajes,0,1,4,946,0
TX901325,6,11.87,Ropa,0,0,4,1940,0
TX901326,7,4.09,Electrónica,0,1,4,1701,0
TX901327,22,13.32,Retirada de efectivo,1,0,2,2379,0
TX901328,18,12.69,Suscripciones,0,0,2,35,0
TX901329,5,263.66,Alimentación,0,0,1,1991,0
TX901330,18,21.95,Electrónica,0,0,2,482,0
TX901331,3,54.47,Ropa,0,0,4,1487,0
TX901332,4,19.07,Alimentación,0,0,2,875,0
TX901333,11,6.28,Retirada de efectivo,0,0,3,1092,0
TX901334,9,7.48,Electrónica,0,0,5,1466,0
TX901335,13,32.77,Electrónica,0,0,4,67,0
TX901336,23,58.08,Restauración,0,1,0,2228,0
TX901337,7,48.08,Viajes,0,0,1,1978,0
TX901338,10,31.38,Viajes,0,0,3,624,0
TX901339,6,44.04,Alimentación,0,0,0,2318,0
TX901340,14,39.45,Restauración,0,0,2,76,0
TX901341,0,35.17,Electrónica,0,1,2,1305,0
TX901342,16,41.66,Alimentación,1,0,2,522,0
TX901343,20,32.06,Electrónica,0,1,4,732,0
TX901344,1,13.58,Electrónica,0,0,1,1567,0
TX901345,15,24.43,Restauración,0,0,0,1468,0
TX901346,2,251.23,Restauración,0,0,1,897,0
TX901347,18,39.17,Restauración,0,1,3,863,0
TX901348,20,86.24,Electrónica,0,0,3,583,0
TX901349,7,14.28,Alimentación,0,1,5,248,0
TX901350,14,20.24,Ropa,1,0,2,2355,0
TX901351,23,8.12,Viajes,0,0,1,1888,0
TX901352,4,11.89,Ropa,0,0,2,561,0
TX901353,1,49.68,Ropa,0,0,0,441,0
TX901354,18,6.94,Alimentación,0,0,4,494,0
TX901355,22,176.15,Restauración,0,0,3,212,0
TX901356,17,29.13,Viajes,0,0,2,2528,0
TX901357,16,162.1,Ropa,0,0,1,726,0
TX901358,5,95.01,Alimentación,0,0,1,810,0
TX901359,10,30.35,Viajes,0,0,3,1258,0
TX901360,15,9.04,Restauración,0,0,2,873,0
TX901361,20,15.18,Viajes,0,0,1,735,0
TX901362,23,23.85,Ropa,0,0,1,840,0
TX901363,5,21.2,Restauración,1,1,0,1422,1
TX901364,16,30.78,Viajes,0,0,2,926,1
TX901365,20,202.48,Viajes,0,0,5,404,0
TX901366,1,13.88,Viajes,0,0,0,756,0
TX901367,21,8.3,Electrónica,0,1,2,2066,0
TX901368,19,41.05,Restauración,0,0,2,2436,0
TX901369,14,34.68,Suscripciones,0,0,3,1673,0
TX901370,14,8.21,Restauración,0,0,3,1810,0
TX901371,20,80.38,Ropa,0,0,1,1936,0
TX901372,11,3.57,Viajes,0,0,3,2445,0
TX901373,4,75.25,Ropa,0,0,1,1879,0
TX901374,10,88.33,Viajes,0,0,1,1589,0
TX901375,16,238.5,Restauración,0,0,0,494,0
TX901376,22,16.93,Electrónica,1,0,2,622,1
TX901377,0,27.48,Ropa,0,0,5,935,0
TX901378,10,29.08,Alimentación,0,0,3,578,0
TX901379,13,12.57,Electrónica,0,0,2,2033,0
TX901380,1,30.23,Alimentación,0,0,2,2077,0
TX901381,11,37.08,Retirada de efectivo,0,1,4,728,0
TX901382,11,36.33,Restauración,0,0,3,685,0
TX901383,11,64.39,Retirada de efectivo,0,0,2,66,0
TX901384,7,53.19,Restauración,0,0,5,255,0
TX901385,6,22.47,Restauración,1,1,1,1123,0
TX901386,1,4.59,Restauración,0,0,2,53,0
TX901387,8,141.45,Ropa,0,0,3,1177,0
TX901388,9,6.77,Suscripciones,1,0,5,2060,0
TX901389,18,35.1,Suscripciones,0,0,6,858,0
TX901390,1,4.99,Restauración,0,1,2,1867,0
TX901391,16,14.37,Ropa,0,0,1,819,0
TX901392,12,28.92,Suscripciones,1,0,2,649,0
TX901393,20,32.65,Viajes,1,0,1,122,0
TX901394,6,7.43,Viajes,1,0,2,873,1
TX901395,21,138.01,Electrónica,0,0,4,1230,0
TX901396,16,14.69,Retirada de efectivo,0,0,0,1703,0
TX901397,15,82.43,Restauración,0,0,3,2397,0
TX901398,5,15.13,Ropa,0,0,2,1860,0
TX901399,6,17.38,Restauración,0,0,1,450,0
TX901400,19,253.2,Electrónica,0,0,3,924,0
TX901401,22,28.95,Viajes,0,0,0,1084,0
TX901402,23,3.19,Suscripciones,0,1,2,1171,0
TX901403,21,27.17,Suscripciones,0,0,2,1964,0
TX901404,3,22.66,Ropa,0,0,2,865,0
TX901405,22,15.03,Viajes,0,0,2,1975,0
TX901406,17,6.15,Electrónica,0,0,1,1154,0
TX901407,15,11.57,Electrónica,0,0,1,299,0
TX901408,19,158.88,Viajes,0,0,1,313,0
TX901409,17,12.63,Alimentación,0,0,2,342,0
TX901410,13,33.0,Alimentación,0,0,1,2254,0
TX901411,9,12.95,Restauración,1,0,2,2139,0
TX901412,12,6.64,Electrónica,0,0,1,2271,0
TX901413,15,13.42,Retirada de efectivo,0,0,3,2314,0
TX901414,3,60.03,Restauración,0,0,2,2423,0
TX901415,11,78.63,Suscripciones,0,0,4,1956,0
TX901416,18,15.1,Suscripciones,0,1,4,1091,0
TX901417,8,14.82,Suscripciones,0,1,0,1016,0
TX901418,5,296.13,Restauración,0,1,3,2474,0
TX901419,22,42.53,Viajes,0,0,2,1393,0
TX901420,6,78.08,Alimentación,0,0,3,347,0
TX901421,18,50.56,Restauración,1,1,3,756,0
TX901422,2,129.59,Restauración,0,0,3,739,0
TX901423,6,23.31,Electrónica,1,0,0,1356,0
TX901424,5,32.97,Restauración,0,1,1,1319,0
TX901425,9,17.32,Electrónica,0,0,0,358,0
TX901426,15,6.49,Restauración,0,0,6,912,0
TX901427,23,15.85,Suscripciones,0,0,5,418,0
TX901428,21,2.53,Alimentación,0,0,0,1502,0
TX901429,23,9.72,Restauración,1,1,1,2162,0
TX901430,20,39.04,Viajes,0,0,3,952,0
TX901431,8,105.63,Viajes,0,0,2,2538,0
TX901432,21,6.88,Alimentación,0,0,2,1008,0
TX901433,23,57.83,Suscripciones,0,0,2,1656,0
TX901434,9,18.67,Restauración,0,0,3,292,0
TX901435,16,21.22,Retirada de efectivo,1,0,2,1336,0
TX901436,4,74.29,Alimentación,0,0,5,1654,0
TX901437,19,44.56,Electrónica,0,0,6,540,0
TX901438,7,6.07,Retirada de efectivo,0,0,3,232,0
TX901439,21,19.03,Suscripciones,0,0,4,1038,0
TX901440,16,15.99,Alimentación,0,1,0,2570,0
TX901441,4,59.72,Ropa,0,0,2,2541,0
TX901442,13,75.62,Ropa,1,0,4,293,0
TX901443,14,49.95,Retirada de efectivo,0,0,0,1888,0
TX901444,13,21.96,Restauración,0,1,6,1508,0
TX901445,19,8.67,Suscripciones,0,0,1,1702,0
TX901446,19,12.31,Ropa,0,0,5,2236,0
TX901447,14,23.98,Retirada de efectivo,0,0,1,1205,0
TX901448,18,34.25,Ropa,0,1,1,803,0
TX901449,8,18.37,Viajes,0,0,1,1919,0
TX901450,14,102.54,Viajes,0,0,2,337,0
TX901451,7,62.37,Viajes,0,0,2,519,0
TX901452,14,173.74,Electrónica,0,0,2,2304,0
TX901453,22,6.79,Viajes,1,0,1,2339,0
TX901454,15,61.68,Alimentación,0,0,2,1089,0
TX901455,16,90.67,Viajes,0,0,2,2533,0
TX901456,15,9.43,Retirada de efectivo,0,0,2,1345,0
TX901457,5,35.28,Retirada de efectivo,0,0,5,969,0
TX901458,7,25.85,Viajes,0,0,5,1505,0
TX901459,23,20.9,Viajes,0,0,0,2346,0
TX901460,17,7.87,Retirada de efectivo,0,1,1,2211,0
TX901461,14,16.45,Suscripciones,0,0,1,2217,0
TX901462,22,11.85,Suscripciones,0,1,3,787,0
TX901463,22,69.0,Viajes,0,0,1,1520,0
TX901464,4,126.7,Alimentación,0,0,1,2555,0
TX901465,0,9.01,Retirada de efectivo,0,1,1,65,0
TX901466,3,59.07,Viajes,0,1,2,251,0
TX901467,23,28.51,Restauración,0,0,1,2544,0
TX901468,6,36.33,Ropa,0,0,2,263,0
TX901469,18,16.28,Ropa,0,0,2,1600,0
TX901470,10,11.09,Restauración,0,1,2,2385,0
TX901471,15,125.33,Restauración,0,0,0,1625,0
TX901472,18,14.59,Restauración,0,0,1,1503,0
TX901473,14,62.42,Retirada de efectivo,0,0,3,1116,0
TX901474,23,56.23,Retirada de efectivo,0,0,1,575,0
TX901475,3,21.3,Electrónica,0,0,1,2128,0
TX901476,8,49.03,Restauración,0,0,2,1317,0
TX901477,18,16.14,Suscripciones,0,0,4,1521,0
TX901478,17,41.04,Electrónica,0,0,2,1901,0
TX901479,3,3.71,Viajes,0,0,3,1315,0
TX901480,21,13.64,Electrónica,1,0,3,1207,0
TX901481,15,26.79,Electrónica,0,0,3,2000,0
TX901482,0,4.55,Restauración,0,0,5,2168,0
TX901483,11,7.07,Alimentación,1,0,3,1829,0
TX901484,11,4.52,Electrónica,0,0,0,686,0
TX901485,19,46.81,Restauración,0,0,2,2145,0
TX901486,13,5.94,Suscripciones,0,1,1,225,0
TX901487,4,7.53,Restauración,0,1,1,2562,0
TX901488,0,14.13,Electrónica,0,0,0,1696,0
TX901489,2,60.3,Restauración,0,0,3,1156,0
TX901490,22,2.0,Alimentación,0,0,2,1369,0
TX901491,5,14.82,Electrónica,0,1,2,1836,0
TX901492,16,80.86,Ropa,0,0,1,275,0
TX901493,6,9.17,Electrónica,0,0,3,1670,0
TX901494,11,34.13,Ropa,0,0,1,1456,0
TX901495,22,43.74,Electrónica,0,1,1,603,0
TX901496,22,4.42,Retirada de efectivo,0,0,2,1416,0
TX901497,9,17.11,Restauración,0,1,4,2107,0
TX901498,18,12.2,Viajes,0,0,3,18,0
TX901499,15,29.32,Suscripciones,0,0,5,2086,0
TX901500,19,43.88,Alimentación,0,0,2,492,0
TX901501,12,33.84,Alimentación,0,0,1,1018,0
TX901502,17,46.79,Viajes,0,0,4,1411,0
TX901503,12,9.57,Ropa,0,0,1,2302,0
TX901504,17,17.83,Ropa,0,0,2,2449,0
TX901505,19,52.69,Suscripciones,0,0,1,1213,0
TX901506,20,41.72,Retirada de efectivo,0,0,4,1406,0
TX901507,10,3.88,Ropa,0,0,4,920,0
TX901508,12,33.31,Alimentación,0,0,3,165,0
TX901509,1,5.46,Alimentación,0,0,4,855,0
TX901510,2,6.38,Viajes,0,0,3,35,0
TX901511,23,75.83,Electrónica,0,0,1,238,0
TX901512,11,58.32,Viajes,0,0,3,2078,0
TX901513,3,11.22,Retirada de efectivo,0,0,4,1664,0
TX901514,16,27.63,Suscripciones,0,0,1,235,0
TX901515,6,40.14,Suscripciones,0,0,7,1403,0
TX901516,17,9.37,Retirada de efectivo,0,0,0,583,0
TX901517,23,2.01,Suscripciones,0,0,0,1297,0
TX901518,7,33.4,Restauración,0,0,1,1715,0
TX901519,9,123.19,Suscripciones,1,0,4,1849,0
TX901520,22,11.9,Restauración,0,0,2,2464,0
TX901521,6,22.94,Viajes,1,0,1,1074,0
TX901522,21,77.13,Viajes,1,0,2,425,0
TX901523,0,114.11,Viajes,0,0,2,642,0
TX901524,10,37.43,Alimentación,0,0,4,1232,0
TX901525,12,14.18,Suscripciones,0,0,2,1534,0
TX901526,1,28.15,Electrónica,0,0,0,1759,0
TX901527,14,16.61,Ropa,0,0,2,347,0
TX901528,22,16.22,Ropa,0,1,3,151,0
TX901529,15,46.07,Suscripciones,1,1,3,1547,0
TX901530,12,37.84,Ropa,0,0,2,1104,0
TX901531,18,38.81,Suscripciones,0,0,4,1514,0
TX901532,17,17.94,Viajes,0,0,1,1057,0
TX901533,16,120.91,Retirada de efectivo,1,0,3,1917,0
TX901534,20,10.12,Alimentación,0,0,2,510,0
TX901535,5,3.5,Viajes,0,0,2,1600,0
TX901536,18,12.09,Retirada de efectivo,0,1,4,279,0
TX901537,12,37.05,Electrónica,0,0,2,1109,0
TX901538,4,19.58,Viajes,0,1,0,2570,0
TX901539,9,7.73,Electrónica,0,0,0,604,0
TX901540,18,102.57,Retirada de efectivo,0,0,3,735,0
TX901541,8,2.71,Viajes,0,1,2,1594,0
TX901542,16,20.35,Viajes,0,0,4,1936,0
TX901543,7,22.27,Restauración,0,0,1,1288,0
TX901544,19,317.28,Retirada de efectivo,0,0,3,1130,0
TX901545,17,66.81,Alimentación,0,1,6,1459,0
TX901546,12,43.27,Electrónica,0,1,3,1562,0
TX901547,13,278.21,Suscripciones,0,0,1,798,0
TX901548,23,52.5,Restauración,0,0,1,458,0
TX901549,3,65.86,Ropa,0,0,3,2392,0
TX901550,21,14.28,Suscripciones,0,0,1,1226,0
TX901551,0,105.54,Electrónica,0,0,3,2572,0
TX901552,3,8.38,Viajes,0,0,2,2367,0
TX901553,23,12.4,Restauración,0,0,1,1722,0
TX901554,6,148.89,Suscripciones,0,0,1,1204,0
TX901555,17,23.47,Ropa,0,0,2,452,0
TX901556,10,30.04,Retirada de efectivo,0,0,2,2573,0
TX901557,3,184.2,Viajes,0,0,1,2581,0
TX901558,4,11.82,Restauración,1,0,0,1616,0
TX901559,22,26.25,Alimentación,0,0,0,1330,0
TX901560,16,5.05,Suscripciones,1,1,0,1582,1
TX901561,9,59.99,Viajes,0,1,1,109,0
TX901562,6,60.57,Electrónica,0,0,2,1414,0
TX901563,11,36.06,Ropa,0,0,4,2253,0
TX901564,9,10.48,Viajes,1,0,5,652,0
TX901565,18,41.15,Viajes,0,1,2,2454,0
TX901566,9,10.87,Viajes,0,0,4,2005,0
TX901567,2,5.31,Alimentación,0,0,1,1636,0
TX901568,20,73.4,Retirada de efectivo,0,0,4,1477,0
TX901569,18,29.66,Ropa,0,0,5,937,0
TX901570,15,16.33,Alimentación,0,0,3,218,0
TX901571,23,48.45,Suscripciones,0,0,2,507,0
TX901572,17,6.21,Electrónica,0,0,4,1506,0
TX901573,15,69.5,Retirada de efectivo,0,0,2,304,0
TX901574,22,48.4,Retirada de efectivo,1,0,4,2051,0
TX901575,10,4.72,Retirada de efectivo,0,0,3,413,0
TX901576,15,94.0,Suscripciones,0,0,2,1055,0
TX901577,13,339.33,Electrónica,0,0,3,923,0
TX901578,0,119.98,Restauración,0,0,5,1537,0
TX901579,0,103.65,Retirada de efectivo,1,0,1,2415,0
TX901580,22,22.27,Retirada de efectivo,1,0,1,1546,0
TX901581,17,3.15,Viajes,0,0,2,2145,0
TX901582,21,21.65,Ropa,0,0,1,50,0
TX901583,12,20.73,Restauración,0,0,2,635,0
TX901584,22,19.28,Ropa,0,0,2,485,0
TX901585,4,14.53,Alimentación,0,1,2,228,0
TX901586,8,35.31,Electrónica,0,0,3,291,0
TX901587,20,12.42,Suscripciones,0,0,0,238,0
TX901588,0,9.97,Electrónica,0,0,1,487,0
TX901589,20,19.45,Viajes,0,0,1,2051,0
TX901590,12,21.86,Suscripciones,0,0,0,419,0
TX901591,2,14.0,Ropa,1,0,6,2166,0
TX901592,18,106.82,Suscripciones,0,0,0,1174,0
TX901593,10,41.54,Retirada de efectivo,0,0,1,2124,0
TX901594,20,55.09,Suscripciones,1,0,2,1678,0
TX901595,2,69.89,Suscripciones,0,0,3,715,0
TX901596,1,15.32,Suscripciones,0,0,1,84,0
TX901597,15,170.64,Retirada de efectivo,0,1,0,741,0
TX901598,12,56.47,Alimentación,1,1,2,2183,0
TX901599,5,43.77,Electrónica,0,1,1,123,0
TX901600,3,6.72,Viajes,0,0,3,455,0
TX901601,16,8.91,Restauración,0,0,2,1780,0
TX901602,23,44.26,Electrónica,0,1,3,1018,0
TX901603,0,7.81,Alimentación,0,0,1,2246,0
TX901604,10,14.5,Alimentación,1,0,2,1982,0
TX901605,23,29.43,Suscripciones,1,0,2,2282,0
TX901606,6,16.89,Retirada de efectivo,0,0,1,2152,0
TX901607,17,57.21,Retirada de efectivo,0,0,1,151,0
TX901608,18,70.5,Restauración,0,1,7,669,0
TX901609,22,7.81,Retirada de efectivo,0,0,3,1772,0
TX901610,22,15.54,Viajes,0,0,0,871,0
TX901611,12,17.87,Ropa,1,0,2,816,0
TX901612,23,19.22,Suscripciones,0,0,4,2235,0
TX901613,10,35.88,Alimentación,0,0,2,245,0
TX901614,12,2.0,Viajes,0,0,3,2533,0
TX901615,22,23.75,Suscripciones,0,0,0,764,0
TX901616,5,2.0,Alimentación,0,0,2,397,0
TX901617,12,44.3,Suscripciones,0,0,3,1391,0
TX901618,5,14.65,Alimentación,0,0,5,1608,0
TX901619,23,29.23,Restauración,0,0,1,2304,0
TX901620,21,18.43,Retirada de efectivo,0,0,1,166,0
TX901621,16,68.24,Alimentación,0,1,5,694,0
TX901622,6,11.11,Electrónica,1,1,1,609,0
TX901623,9,18.17,Ropa,0,0,4,421,0
TX901624,14,47.11,Ropa,0,0,1,1168,0
TX901625,16,242.82,Suscripciones,0,0,4,492,0
TX901626,9,10.75,Ropa,0,0,0,2078,0
TX901627,5,83.43,Electrónica,0,1,4,981,0
TX901628,2,6.33,Electrónica,0,0,1,445,0
TX901629,14,10.59,Ropa,0,0,1,1037,0
TX901630,1,147.0,Viajes,0,0,2,1491,0
TX901631,11,30.16,Suscripciones,0,1,0,2267,0
TX901632,22,25.2,Ropa,0,0,2,894,0
TX901633,14,16.04,Electrónica,0,0,2,870,0
TX901634,3,13.21,Retirada de efectivo,0,0,1,2129,0
TX901635,17,14.23,Viajes,0,1,2,1143,0
TX901636,18,91.04,Viajes,0,0,3,690,0
TX901637,1,8.16,Ropa,0,1,0,2178,0
TX901638,23,6.91,Electrónica,0,0,1,1209,0
TX901639,8,9.43,Viajes,0,0,2,2406,0
TX901640,22,16.72,Ropa,0,0,1,1424,0
TX901641,21,2.74,Electrónica,0,0,3,893,0
TX901642,7,7.6,Retirada de efectivo,0,0,2,1385,0
TX901643,22,34.54,Ropa,0,0,0,2263,0
TX901644,9,36.23,Retirada de efectivo,0,0,4,458,0
TX901645,13,100.23,Retirada de efectivo,0,0,5,1725,0
TX901646,16,32.35,Alimentación,0,1,1,1195,0
TX901647,23,48.81,Viajes,0,0,1,347,0
TX901648,16,97.27,Suscripciones,0,0,1,1611,0
TX901649,21,16.13,Restauración,0,0,4,2188,0
TX901650,4,77.07,Electrónica,0,0,3,1058,0
TX901651,6,44.47,Restauración,0,0,2,2023,0
TX901652,2,19.76,Alimentación,0,0,2,346,0
TX901653,21,59.65,Suscripciones,0,0,1,822,0
TX901654,2,5.02,Retirada de efectivo,0,0,4,2283,0
TX901655,2,22.13,Alimentación,0,0,0,2270,0
TX901656,6,21.51,Alimentación,0,0,6,815,0
TX901657,6,68.68,Restauración,0,0,3,788,0
TX901658,17,25.98,Restauración,0,0,1,771,0
TX901659,7,39.17,Alimentación,0,0,2,2262,0
TX901660,2,68.24,Suscripciones,0,0,5,434,0
TX901661,8,23.55,Electrónica,0,1,4,1872,0
TX901662,18,3.75,Alimentación,0,0,2,507,0
